Import Date,ISID,Project,Protein,Modality,Control Type,Stress Condition,Temp. (°C),Time (Days),Well ID,Protein Conc (mg/mL),Sample Name,Notebook#,pH,Buffer,Arginine (mM),NaCl (mM),PS80 (%),Sucrose (%),Trehalose (%),Additional Excipient Name,Additional Excipient Unit,Additional Excipient Conc,CE-SDS NR - %Purity Sum,CE-SDS NR - Δ %Purity,CE-SDS NR - Abs (Δ %Purity),CE-SDS Red - %Purity Main Peak,CE-SDS Red - %Purity Sum,CE-SDS Red - Δ %Purity,CE-SDS Red - Abs (Δ %Purity),UV-Vis - A350-A500,cIEF - %Main,cIEF - %Acidic,cIEF - %Basic,cIEF - Δ %Main,cIEF - Δ %Acidic,cIEF - Δ %Basic,cIEF - Abs (Δ %Main),cIEF - Abs (Δ %Acidic),cIEF - Abs (Δ %Basic),DSF - Tm1 (°C),DSF - Tm2 (°C),FC - Initial - 0.22 μm conc. (cells/mL),FC - Initial - 0.45 μm conc. (cells/mL),FC - Initial - 0.88 μm conc. (cells/mL),FC - Initial - 1 μm conc. (cells/mL),FC - Initial - 1.35 μm conc. (cells/mL),FC - Initial - 2 μm conc. (cells/mL),FC - Initial - 5 μm conc. (cells/mL),FC - Initial - 10 μm conc. (cells/mL),FC - Initial - 25 μm conc. (cells/mL),FC - Stress - 0.22 μm conc. (cells/mL),FC - Stress - 0.45 μm conc. (cells/mL),FC - Stress - 0.88 μm conc. (cells/mL),FC - Stress - 1 μm conc. (cells/mL),FC - Stress - 1.35 μm conc. (cells/mL),FC - Stress - 2 μm conc. (cells/mL),FC - Stress - 5 μm conc. (cells/mL),FC - Stress - 10 μm conc. (cells/mL),FC - Stress - 25 μm conc. (cells/mL),AVG__2_UM,AVG__5_UM,AVG__25_UM,AVG_2_50_UM,AVG__100_UM,AVG_PARTICLE_COVERAGE____,RP-UPLC %Main,RP-UPLC %Pre-Peak,RP-UPLC %Post-Peak,RP-UPLC - Δ %Main,RP-UPLC - Δ %Pre-Peak,RP-UPLC - Δ %Post-Peak,RP-UPLC - Abs (Δ %Main),RP-UPLC - Abs (Δ %Pre-Peak),RP-UPLC - Abs (Δ %Post-Peak),UP-SEC - %Monomer,UP-SEC - %LMW,UP-SEC - %HMW,UP-SEC - Δ %Monomer,UP-SEC - Δ %LMW,UP-SEC - Δ %HMW,UP-SEC - Abs(Δ %Monomer),UP-SEC - Abs(Δ %LMW),UP-SEC - Abs(Δ %HMW),BATCH_BIOREG_ID,C_BIOREG_ID,FRAMEWORK,MERCK_NAME,PI,MW,IMPORTED_DATA_FILE_NAME,TARGETS,REAGENT_TYPE,Simplified Excipients,1st Excipient in Sample,2nd Excipient in Sample,#Conc for Excipient1,Origin of data
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,E10,1,,NB-munselle-5020702-0007,6.2,Histidine,0,0,0,0,0,,,,100,1,,,99.7,0,,0.0584,55.8,39.3,4.9,-28.5,,,,,,54.2,55.8,181953.3,13748.3,1595.5,899.6,492.2,203.7,33.9,0,,73490.9,10760.6,2053.7,1086.2,407.3,186.7,17,0,,,,,,,,92.2,4.42,3.41,-2,2,1,,,,79.9,6.38,13.73,-13,0,12,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,N/A,-,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,E11,1,,NB-munselle-5020702-0007,6.8,Histidine,0,0,0,0,0,,,,98,-1,,,99.7,0,,0.0586,50.2,45.4,4.4,-34.1,,,,,,54.4,50.6,315913.5,10813.4,1035.5,560.2,203.7,101.9,0,0,,454341.5,33920.3,6926.7,3429.4,764,356.5,34,0,,,,,,,,91.9,4.7,3.37,-3,2,1,,,,80.2,4.01,15.82,-12,-2,15,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,N/A,-,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F02,1,,NB-munselle-5020702-0007,4.5,Acetate,0,50,0,0,0,,,,94,-5,,,98,-1.7,,0.0559,9.3,88.9,1.8,-75,,,,,,45.6,43.4,78787,2800.5,441.3,254.6,84.9,33.9,17,17,,65428.8,10998.2,1867,611,237.6,84.9,17,0,,,,,,,,74.5,20.34,5.16,-20,18,3,,,,19.5,3.32,77.23,-73,-3,76,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F03,1,,NB-munselle-5020702-0007,5,Acetate,0,50,0,0,0,,,,96,-3,,,98.9,-0.8,,0.0582,32.1,65.8,2.1,-52.2,,,,,,48.8,50,155355.6,8452.6,1459.7,831.7,390.4,288.5,17,0,,347115.4,40773.2,5805.3,1816.3,67.9,17,0,0,,,,,,,,82.8,12.35,4.9,-12,10,2,,,,53.8,5.04,41.19,-39,-1,40,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F04,1,,NB-munselle-5020702-0007,5.6,Acetate,0,50,0,0,0,,,,98,-2,,,99.3,-0.4,,0.0606,53.5,43.2,3.3,-30.8,,,,,,51,45.8,216908.8,15334.6,4432.3,2649.2,1154.8,679.3,169.8,50.9,,694463.7,88386.9,17962.6,7266.5,696.1,186.8,0,0,,,,,,,,90,6.84,3.17,-5,4,1,,,,76.8,4.91,18.32,-16,-1,17,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F05,1,,NB-munselle-5020702-0007,6.2,Acetate,0,50,0,0,0,,,,98,-1,,,99.7,0,,0.0608,51.9,46,2.1,-32.4,,,,,,51.8,45.2,211687.8,14742,5027.6,3544.9,2113.3,1448.6,460.2,153.4,,954814.3,55032.9,8880.7,3124.4,271.7,101.9,0,0,,,,,,,,91.8,5.1,3.08,-3,2,1,,,,77.6,3.23,19.19,-15,-3,18,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F06,1,,NB-munselle-5020702-0007,5.6,Citrate,0,50,0,0,0,,,,97,-2,,,99.2,-0.5,,0.0663,45.2,52,2.8,-39.1,,,,,,50.8,50.2,317552.8,33331.4,9279.6,6260.3,2644,1654.6,494.7,375.3,,2697652.6,118178.5,14082.2,3924,407.7,220.8,17,0,,,,,,,,88.7,7.85,3.48,-6,5,1,,,,62.3,4.6,33.13,-30,-2,32,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F07,1,,NB-munselle-5020702-0007,6.2,Citrate,0,50,0,0,0,,,,98,-1,,,100,0.3,,0.0635,48.8,47.1,4.1,-35.5,,,,,,54,48.4,344400.1,49599.6,15180.1,9551.5,4605.2,3121.3,716.4,443.5,,1690621.2,85462.6,13366.3,5112.1,900.1,628.4,118.9,34,,,,,,,,91,5.03,4,-4,2,1,,,,74.3,4.08,21.63,-18,-2,20,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F08,1,,NB-munselle-5020702-0007,5,Histidine,0,50,0,0,0,,,,96,-3,,,98.3,-1.4,,0.0593,18.6,78.2,3.2,-65.7,,,,,,46.2,39.8,186337,15062.5,2971.7,1952.9,815.1,492.5,84.9,0,,318457.4,36393.2,4549.1,1442.8,67.9,50.9,0,0,,,,,,,,78.1,17.36,4.52,-16,15,2,,,,31.4,2.78,65.83,-61,-4,65,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F09,1,,NB-munselle-5020702-0007,5.6,Histidine,0,50,0,0,0,,,,98,-2,,,99,-0.7,,0.06,59.6,35.4,5,-24.7,,,,,,49.6,54,193373,13026.3,3413.7,2089,1137.9,781.2,220.8,101.9,,548202.1,69722.1,12070.2,5126.9,458.4,220.7,34,0,,,,,,,,86.1,8.52,5.36,-8,6,3,,,,72.1,5.53,22.33,-20,-1,21,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F10,1,,NB-munselle-5020702-0007,6.2,Histidine,0,50,0,0,0,,,,96,-4,,,99.4,-0.3,,0.062,55.2,39.9,4.9,-29.1,,,,,,51.8,45,226353.9,19361.4,5150.6,3348.7,1546.9,917.9,374,221,,926110.1,56238,10188,4856.3,815,390.5,17,0,,,,,,,,91.6,4.94,3.46,-3,2,1,,,,76.2,5.1,18.74,-16,-1,17,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,F11,1,,NB-munselle-5020702-0007,6.8,Histidine,0,50,0,0,0,,,,99,-1,,,100,0.3,,0.0623,47.7,46.9,5.4,-36.6,,,,,,53.4,49.2,247743.5,9357.5,2751.2,1749.2,849.1,560.4,152.8,67.9,,1741782.7,50529.5,6861.8,2547.7,339.7,169.8,17,0,,,,,,,,92.3,4.06,3.68,-2,1,1,,,,73.6,3.56,22.83,-19,-3,22,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 50 mM,NaCl 50 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G02,1,,NB-munselle-5020702-0007,4.5,Acetate,0,150,0,0,0,,,,95,-4,,,98,-1.7,,0.0591,,,,,,,,,,40.6,39.2,139552.6,4367.9,1444.6,1002.8,509.9,322.9,68,34,,512246.5,40286.4,6366.4,2512.6,679.1,339.5,17,0,,,,,,,,73.2,20.21,6.55,-21,17,4,,,,4.5,1.46,94.03,-88,-5,93,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G03,1,,NB-munselle-5020702-0007,5,Acetate,0,150,0,0,0,,,,96,-3,,,98.6,-1.1,,0.0633,,,,,,,,,,45.2,48.8,234137.1,11852,3209.2,1901.8,764.1,492.4,118.9,50.9,,1837575.7,128130.3,17901.6,6556,1121,628.4,0,0,,,,,,,,76.2,17.41,6.44,-18,15,4,,,,7.6,1.49,91.14,-85,-5,90,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G04,1,,NB-munselle-5020702-0007,5.6,Acetate,0,150,0,0,0,,,,98,-1,,,99.5,-0.2,,0.0639,,,,,,,,,,49.6,50.8,297850.3,36042.3,9494.7,5146.5,1851.4,1104,271.8,101.9,,1979338.3,158071.9,24525.2,9052.6,1885.2,968.1,0,0,,,,,,,,85,9.5,5.53,-10,7,3,,,,56.4,2.68,40.89,-36,-4,40,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G05,1,,NB-munselle-5020702-0007,6.2,Acetate,0,150,0,0,0,,,,99,0,,,100,0.3,,0.0619,,,,,,,,,,51,52.6,172265.8,4299,645.7,407.8,305.9,237.9,102,68,,1503229.2,123328.8,19343.4,6674.2,815.2,577.4,34,0,,,,,,,,90.6,5.97,3.46,-4,3,1,,,,78.8,2.78,18.46,-14,-4,17,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G06,1,,NB-munselle-5020702-0007,5.6,Citrate,0,150,0,0,0,,,,99,-1,,,99.1,-0.6,,0.0655,,,,,,,,,,50,45.4,278588,23333.2,6135,4078.6,2022.3,1325.6,373.9,220.9,,2802579.8,168707.5,22727.6,7100.3,373.7,152.9,0,0,,,,,,,,84.2,10.01,5.77,-10,7,3,,,,48.3,2.82,48.88,-44,-4,48,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G07,1,,NB-munselle-5020702-0007,6.2,Citrate,0,150,0,0,0,,,,100,1,,,100,0.3,,0.0602,,,,,,,,,,53,48.4,316938.1,50812.8,15463.3,10189.8,4388.9,2721.8,578.4,221.1,,1159070.5,108709,18865.3,7980.8,2343.3,1664.1,0,0,,,,,,,,91.4,5,3.6,-3,2,1,,,,81.1,2.94,15.97,-11,-3,15,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G08,1,,NB-munselle-5020702-0007,5,Histidine,0,150,0,0,0,,,,97,-3,,,98.2,-1.5,,0.0637,,,,,,,,,,44.2,42.8,314256.7,46279.3,16418.9,10378.8,3556,1922.6,476.4,170.1,,1510100,126894.6,20345.3,7676.2,1511.5,815.2,0,0,,,,,,,,74.7,19.07,6.25,-20,16,4,,,,6.1,1.41,92.51,-86,-5,91,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G09,1,,NB-munselle-5020702-0007,5.6,Histidine,0,150,0,0,0,,,,98,-2,,,98.9,-0.9,,0.0665,,,,,,,,,,48.2,41,329321.4,38417.1,11068.8,6760.5,3627.2,2264.8,834.4,476.8,,2489197.8,176066,26584,9444.5,1274,611.5,101.9,17,,,,,,,,81.5,12.75,5.74,-13,10,3,,,,32.9,2.46,64.65,-60,-4,63,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G10,1,,NB-munselle-5020702-0007,6.2,Histidine,0,150,0,0,0,,,,99,-1,,,100,0.3,,0.0632,,,,,,,,,,51.4,45.8,285203.1,25689.8,5416.4,3446.8,1528.1,1188.6,322.6,118.9,,1361951.1,119995.8,20038.9,7506.1,1528.4,1188.8,84.9,17,,,,,,,,91.3,5.09,3.63,-3,2,1,,,,80.3,3.04,16.63,-12,-3,15,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,40,12,G11,1,,NB-munselle-5020702-0007,6.8,Histidine,0,150,0,0,0,,,,99,-1,,,100,0.3,,0.0595,,,,,,,,,,53.6,49.6,211631.4,13731.9,2359.4,1273,475.3,288.6,84.9,17,,1117470.2,84821.5,14383.1,5892.5,1528.3,1239.6,34,0,,,,,,,,91.8,4.96,3.25,-3,2,1,,,,78.8,2.96,18.27,-14,-3,17,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,NaCl 150 mM,NaCl 150 mM,-,2,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,5,0,H07,1,,NB-munselle-5020702-0007,5.2,Acetate,0,0,0,0,0,,,,99,,,,99.7,,,0.0538,84.3,13.8,1.9,0,,,,,,54.6,53.2,165063,10862.8,712.9,322.5,67.9,17,0,0,,125140.4,15360.4,2223.4,1018.4,339.5,169.7,17,0,,,,,,,,94.6,2.83,2.56,0,0,0,,,,92.4,6.33,1.26,0,-6.33,0,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,N/A,-,-,0,Protein Formulation Characterization Summary
12/19/2022,munselle,IL-2Ra,48BMP,Fusion Protein,Single Control,,-80,0,H08,1,,NB-munselle-5020702-0007,5.5,Frozen,0,0,0,0,0,,,,100,,,,99.7,,,0.056,71.9,24.8,3.3,-12.4,,,,,,56.2,54,515894.9,112253.7,20590.3,8657.1,1137.3,237.6,0,0,,515894.9,112253.7,20590.3,8657.1,1137.3,237.6,0,0,,,,,,,,94.7,2.89,2.4,0,0,0,,,,94.2,5.29,0.54,1.76,,-0.72,,,,DNB000707_002,DNB000707,-,Fc-IL2 T3A D20N E68S V69A Q74P C125S (-K),8.17,82221.72872,Results Template Bivalents.xlsx,IL-2_H,-,N/A,-,-,0,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.02,,10,MK-1248_10FM1000_0.02%_ST_0.5H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%10FM1000,0.02%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7929894,6124338.7,10582,7929894,0,1.2,,,,,,,,,,98.96,0,1.04,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.04,,10,MK-1248_10FM1000_0.02%_ST_1H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%10FM1000,0.02%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9451058,2832010.7,2645.3,9449735.3,0,1.3,,,,,,,,,,98.96,0,1.04,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.08,,10,MK-1248_10FM1000_0.02%_ST_2H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%10FM1000,0.02%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33419312.3,17489418,0,33419312.3,0,3.3,,,,,,,,,,98.97,0,1.03,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.16,,10,MK-1248_10FM1000_0.02%_ST_4H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%10FM1000,0.02%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131468254,50216931.3,1322.7,131468254,0,11.4,,,,,,,,,,98.94,0,1.06,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,5,0,,10,MK-1248_10FM1000_0.02%_ST_CT,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%10FM1000,0.02%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4762,476.3,13.3,4762,0,0.4,,,,,,,,,,98.96,0,1.04,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.02,,10,MK-1248_10FM1000_2%_ST_0.5H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,2%10FM1000,2%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378307,1452381,3968.3,2378307,0,1.3,,,,,,,,,,99,0,1,0.2,0,-0.2,0.2,0,0.2,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.04,,10,MK-1248_10FM1000_2%_ST_1H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,2%10FM1000,2%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654761.7,39682.7,1322.7,654761.7,0,0.3,,,,,,,,,,98.9,0,1.1,0.1,0,-0.1,0.1,0,0.1,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.08,,10,MK-1248_10FM1000_2%_ST_2H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,2%10FM1000,2%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3874338.7,1973545,3968,3871693,0,0.5,,,,,,,,,,98.77,0,1.23,-0.1,0,0.1,0.1,0,0.1,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.16,,10,MK-1248_10FM1000_2%_ST_4H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,2%10FM1000,2%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11972222,6937831,1322.7,11970899.3,0,1.4,,,,,,,,,,98.75,0,1.25,-0.1,0,0.1,0.1,0,0.1,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,5,0,,10,MK-1248_10FM1000_2%_ST_CT,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,2%10FM1000,2%10FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316865,25476.3,145.3,316825.3,13.3,2.9,,,,,,,,,,98.73,0,1.27,-0.1,0,0.1,0.1,0,0.1,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.02,,10,MK-1248_14FM1000_0.02%_ST_0.5H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%14FM1000,0.02%14FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5693122,3001322.7,3968.3,5693122,0,0.9,,,,,,,,,,99.03,0,0.97,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.04,,10,MK-1248_14FM1000_0.02%_ST_1H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%14FM1000,0.02%14FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9875661.3,6915344,0,9875661.3,0,1.3,,,,,,,,,,99.09,0,0.91,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.08,,10,MK-1248_14FM1000_0.02%_ST_2H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%14FM1000,0.02%14FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14006613.7,7121693.3,1322.7,14006613.7,0,1.5,,,,,,,,,,99.01,0,0.99,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,25,0.16,,10,MK-1248_14FM1000_0.02%_ST_4H,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%14FM1000,0.02%14FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50968254.3,27732804.3,0,50968254.3,0,5.8,,,,,,,,,,99.09,0,0.91,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
12/13/2023,ramapa,Surfactant,MK-1248,mAb,MULTIPLE CONTROL,Stirring,5,0,,10,MK-1248_14FM1000_0.02%_ST_CT,NB-ramapa-5085300-0001,6,Histidine,0,0,0,0,0,0.02%14FM1000,0.02%14FM1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2963,635,26.3,2950,0,1.2,,,,,,,,,,99.06,0,0.94,0,0,0,0,0,0,,,,,,,,,,N/A,-,-,2,Protein Formulation Characterization Summary
