"School","ExamScore","PercentFSM","Gender","VRBand","SchoolDenomination"
37,21,27,"Female","VR2","Maintained"
37,46,27,"Female","VR2","Maintained"
37,13,27,"Female","VR1","Maintained"
37,2,27,"Female","VR2","Maintained"
37,19,27,"Female","VR2","Maintained"
37,20,27,"Female","VR2","Maintained"
37,9,27,"Female","VR3","Maintained"
37,16,27,"Female","VR3","Maintained"
37,5,27,"Female","VR2","Maintained"
37,7,27,"Female","VR2","Maintained"
37,27,27,"Female","VR1","Maintained"
37,20,27,"Female","VR2","Maintained"
37,11,27,"Female","VR2","Maintained"
37,20,27,"Female","VR2","Maintained"
37,34,27,"Female","VR2","Maintained"
37,30,27,"Female","VR2","Maintained"
37,12,27,"Female","VR2","Maintained"
37,33,27,"Female","VR2","Maintained"
37,9,27,"Female","VR2","Maintained"
37,32,27,"Female","VR1","Maintained"
37,20,27,"Female","VR3","Maintained"
37,18,27,"Female","VR2","Maintained"
37,6,27,"Female","VR2","Maintained"
37,11,27,"Female","VR3","Maintained"
37,18,27,"Female","VR2","Maintained"
37,19,27,"Female","VR2","Maintained"
37,25,27,"Female","VR2","Maintained"
37,32,27,"Female","VR1","Maintained"
37,24,27,"Female","VR1","Maintained"
37,22,27,"Female","VR1","Maintained"
37,14,27,"Female","VR2","Maintained"
37,20,27,"Female","VR2","Maintained"
37,17,27,"Female","VR2","Maintained"
37,32,27,"Female","VR1","Maintained"
37,17,27,"Female","VR2","Maintained"
37,26,27,"Female","VR2","Maintained"
37,17,27,"Female","VR2","Maintained"
37,17,27,"Female","VR1","Maintained"
37,24,27,"Female","VR2","Maintained"
37,14,27,"Female","VR1","Maintained"
37,9,27,"Female","VR3","Maintained"
37,37,27,"Female","VR1","Maintained"
37,3,27,"Female","VR2","Maintained"
37,4,27,"Female","VR2","Maintained"
37,4,27,"Female","VR2","Maintained"
37,33,27,"Female","VR2","Maintained"
37,25,27,"Female","VR2","Maintained"
37,28,27,"Female","VR2","Maintained"
37,23,27,"Female","VR1","Maintained"
37,17,27,"Female","VR1","Maintained"
37,18,27,"Female","VR1","Maintained"
37,26,27,"Female","VR2","Maintained"
37,42,27,"Female","VR2","Maintained"
37,24,27,"Female","VR2","Maintained"
37,19,27,"Female","VR2","Maintained"
37,16,27,"Female","VR2","Maintained"
37,18,27,"Female","VR2","Maintained"
37,2,27,"Female","VR3","Maintained"
37,36,27,"Female","VR2","Maintained"
37,38,27,"Female","VR2","Maintained"
37,16,27,"Female","VR2","Maintained"
37,50,27,"Female","VR1","Maintained"
37,31,27,"Female","VR2","Maintained"
37,2,27,"Female","VR3","Maintained"
37,11,27,"Female","VR2","Maintained"
37,41,27,"Female","VR1","Maintained"
37,34,27,"Female","VR1","Maintained"
37,9,27,"Female","VR2","Maintained"
37,40,27,"Female","VR1","Maintained"
37,42,27,"Female","VR1","Maintained"
37,7,27,"Female","VR2","Maintained"
37,23,27,"Female","VR2","Maintained"
37,19,27,"Female","VR2","Maintained"
37,22,27,"Female","VR2","Maintained"
37,18,27,"Female","VR2","Maintained"
37,23,27,"Female","VR2","Maintained"
38,25,27,"Female","VR2","Maintained"
38,37,27,"Female","VR2","Maintained"
38,32,27,"Female","VR2","Maintained"
38,15,27,"Female","VR3","Maintained"
38,46,27,"Female","VR1","Maintained"
38,6,27,"Female","VR2","Maintained"
38,19,27,"Female","VR1","Maintained"
38,24,27,"Female","VR1","Maintained"
38,30,27,"Female","VR1","Maintained"
38,30,27,"Female","VR1","Maintained"
38,19,27,"Female","VR2","Maintained"
38,13,27,"Female","VR2","Maintained"
38,9,27,"Female","VR3","Maintained"
38,16,27,"Female","VR2","Maintained"
38,17,27,"Female","VR2","Maintained"
38,39,27,"Female","VR2","Maintained"
38,16,27,"Female","VR2","Maintained"
38,17,27,"Female","VR2","Maintained"
38,25,27,"Female","VR1","Maintained"
38,41,27,"Female","VR1","Maintained"
38,15,27,"Female","VR3","Maintained"
38,19,27,"Female","VR2","Maintained"
38,9,27,"Female","VR2","Maintained"
38,18,27,"Female","VR2","Maintained"
38,8,27,"Female","VR3","Maintained"
38,3,27,"Female","VR3","Maintained"
38,6,27,"Female","VR2","Maintained"
38,10,27,"Female","VR2","Maintained"
38,11,27,"Female","VR2","Maintained"
38,21,27,"Female","VR2","Maintained"
38,16,27,"Female","VR2","Maintained"
38,17,27,"Female","VR2","Maintained"
38,2,27,"Female","VR3","Maintained"
38,22,27,"Female","VR2","Maintained"
38,25,27,"Female","VR2","Maintained"
38,29,27,"Female","VR1","Maintained"
38,18,27,"Female","VR2","Maintained"
38,26,27,"Female","VR1","Maintained"
38,15,27,"Female","VR3","Maintained"
38,21,27,"Female","VR2","Maintained"
38,10,27,"Female","VR3","Maintained"
38,22,27,"Female","VR2","Maintained"
38,24,27,"Female","VR2","Maintained"
38,37,27,"Female","VR1","Maintained"
38,30,27,"Female","VR2","Maintained"
38,31,27,"Female","VR1","Maintained"
38,18,27,"Female","VR2","Maintained"
38,28,27,"Female","VR1","Maintained"
38,17,27,"Female","VR2","Maintained"
38,30,27,"Female","VR1","Maintained"
38,8,27,"Female","VR2","Maintained"
38,9,27,"Female","VR3","Maintained"
38,19,27,"Female","VR1","Maintained"
38,19,27,"Female","VR2","Maintained"
38,5,27,"Female","VR3","Maintained"
38,29,27,"Female","VR1","Maintained"
38,9,27,"Female","VR2","Maintained"
38,26,27,"Female","VR2","Maintained"
38,25,27,"Female","VR2","Maintained"
38,40,27,"Female","VR2","Maintained"
38,26,27,"Female","VR2","Maintained"
38,18,27,"Female","VR3","Maintained"
38,32,27,"Female","VR1","Maintained"
38,14,27,"Female","VR2","Maintained"
38,13,27,"Female","VR2","Maintained"
38,21,27,"Female","VR1","Maintained"
38,8,27,"Female","VR2","Maintained"
38,27,27,"Female","VR2","Maintained"
38,24,27,"Female","VR2","Maintained"
38,20,27,"Female","VR1","Maintained"
38,28,27,"Female","VR2","Maintained"
38,27,27,"Female","VR1","Maintained"
38,7,27,"Female","VR3","Maintained"
39,20,31,"Male","VR2","Maintained"
39,34,31,"Male","VR1","Maintained"
39,11,31,"Male","VR3","Maintained"
39,18,31,"Male","VR2","Maintained"
39,22,31,"Male","VR2","Maintained"
39,26,31,"Male","VR2","Maintained"
39,5,31,"Male","VR2","Maintained"
39,8,31,"Male","VR2","Maintained"
39,11,31,"Male","VR2","Maintained"
39,26,31,"Male","VR1","Maintained"
39,45,31,"Male","VR1","Maintained"
39,38,31,"Male","VR1","Maintained"
39,17,31,"Male","VR2","Maintained"
39,17,31,"Male","VR2","Maintained"
39,7,31,"Male","VR3","Maintained"
39,13,31,"Male","VR3","Maintained"
39,30,31,"Male","VR1","Maintained"
39,15,31,"Male","VR2","Maintained"
39,21,31,"Male","VR1","Maintained"
39,16,31,"Male","VR2","Maintained"
39,7,31,"Male","VR2","Maintained"
39,22,31,"Male","VR1","Maintained"
39,1,31,"Male","VR3","Maintained"
39,18,31,"Male","VR2","Maintained"
39,47,31,"Male","VR1","Maintained"
39,35,31,"Male","VR1","Maintained"
39,40,31,"Male","VR1","Maintained"
39,3,31,"Male","VR3","Maintained"
39,28,31,"Male","VR2","Maintained"
39,25,31,"Male","VR1","Maintained"
39,10,31,"Male","VR2","Maintained"
39,4,31,"Male","VR3","Maintained"
39,11,31,"Male","VR2","Maintained"
39,3,31,"Male","VR2","Maintained"
39,11,31,"Male","VR2","Maintained"
39,31,31,"Male","VR2","Maintained"
39,1,31,"Male","VR3","Maintained"
39,20,31,"Male","VR2","Maintained"
39,8,31,"Male","VR2","Maintained"
39,21,31,"Male","VR2","Maintained"
39,7,31,"Male","VR3","Maintained"
39,19,31,"Male","VR2","Maintained"
39,44,31,"Male","VR1","Maintained"
39,22,31,"Male","VR1","Maintained"
39,44,31,"Male","VR1","Maintained"
39,51,31,"Male","VR1","Maintained"
39,11,31,"Male","VR2","Maintained"
39,23,31,"Male","VR2","Maintained"
39,18,31,"Male","VR1","Maintained"
39,14,31,"Male","VR2","Maintained"
39,24,31,"Male","VR2","Maintained"
39,7,31,"Male","VR3","Maintained"
39,4,31,"Male","VR2","Maintained"
39,17,31,"Male","VR2","Maintained"
39,19,31,"Male","VR2","Maintained"
39,32,31,"Male","VR1","Maintained"
39,1,31,"Male","VR3","Maintained"
39,14,31,"Male","VR3","Maintained"
39,13,31,"Male","VR2","Maintained"
39,20,31,"Male","VR1","Maintained"
39,29,31,"Male","VR2","Maintained"
39,18,31,"Male","VR2","Maintained"
39,6,31,"Male","VR3","Maintained"
39,1,31,"Male","VR3","Maintained"
39,34,31,"Male","VR1","Maintained"
39,11,31,"Male","VR2","Maintained"
39,8,31,"Male","VR2","Maintained"
39,3,31,"Male","VR3","Maintained"
39,17,31,"Male","VR2","Maintained"
39,13,31,"Male","VR3","Maintained"
39,24,31,"Male","VR2","Maintained"
39,49,31,"Male","VR1","Maintained"
39,6,31,"Male","VR3","Maintained"
39,32,31,"Male","VR1","Maintained"
39,35,31,"Male","VR1","Maintained"
39,2,31,"Male","VR3","Maintained"
39,6,31,"Male","VR2","Maintained"
39,15,31,"Male","VR1","Maintained"
39,12,31,"Male","VR3","Maintained"
39,7,31,"Male","VR2","Maintained"
39,25,31,"Male","VR1","Maintained"
39,53,31,"Male","VR1","Maintained"
39,27,31,"Male","VR1","Maintained"
39,39,31,"Male","VR2","Maintained"
39,36,31,"Male","VR1","Maintained"
39,16,31,"Male","VR3","Maintained"
39,20,31,"Male","VR2","Maintained"
39,18,31,"Male","VR2","Maintained"
39,30,31,"Male","VR1","Maintained"
39,18,31,"Male","VR1","Maintained"
39,40,31,"Male","VR2","Maintained"
39,17,39,"Male","VR1","Maintained"
39,14,39,"Male","VR2","Maintained"
39,17,39,"Male","VR3","Maintained"
39,29,39,"Male","VR1","Maintained"
39,33,39,"Male","VR2","Maintained"
39,6,39,"Male","VR2","Maintained"
39,22,39,"Male","VR2","Maintained"
39,8,39,"Male","VR2","Maintained"
39,22,39,"Male","VR1","Maintained"
39,37,39,"Male","VR2","Maintained"
39,39,39,"Male","VR2","Maintained"
39,32,39,"Male","VR1","Maintained"
39,11,39,"Male","VR3","Maintained"
39,22,39,"Male","VR1","Maintained"
39,42,39,"Male","VR1","Maintained"
39,8,39,"Male","VR2","Maintained"
39,22,39,"Male","VR1","Maintained"
39,17,39,"Male","VR2","Maintained"
39,18,39,"Male","VR2","Maintained"
39,4,39,"Male","VR3","Maintained"
39,13,39,"Male","VR2","Maintained"
39,22,39,"Male","VR3","Maintained"
39,30,39,"Male","VR3","Maintained"
39,23,39,"Male","VR2","Maintained"
39,11,39,"Male","VR1","Maintained"
39,20,39,"Male","VR1","Maintained"
39,24,39,"Male","VR1","Maintained"
39,17,39,"Male","VR2","Maintained"
39,13,39,"Male","VR2","Maintained"
39,22,39,"Male","VR2","Maintained"
39,43,39,"Male","VR2","Maintained"
39,19,39,"Male","VR2","Maintained"
39,18,39,"Male","VR1","Maintained"
39,28,39,"Male","VR1","Maintained"
39,15,39,"Male","VR3","Maintained"
39,35,39,"Male","VR1","Maintained"
39,2,39,"Male","VR3","Maintained"
39,17,39,"Male","VR3","Maintained"
39,21,39,"Male","VR2","Maintained"
39,6,39,"Male","VR2","Maintained"
39,12,39,"Male","VR2","Maintained"
39,12,39,"Male","VR1","Maintained"
39,18,39,"Male","VR1","Maintained"
39,10,39,"Male","VR3","Maintained"
39,26,39,"Male","VR2","Maintained"
39,19,39,"Male","VR2","Maintained"
39,19,39,"Male","VR1","Maintained"
39,16,39,"Male","VR2","Maintained"
39,17,39,"Male","VR1","Maintained"
39,17,39,"Male","VR1","Maintained"
39,23,39,"Male","VR3","Maintained"
39,19,39,"Male","VR2","Maintained"
39,6,39,"Male","VR3","Maintained"
39,16,39,"Male","VR1","Maintained"
39,5,39,"Male","VR2","Maintained"
39,20,39,"Male","VR2","Maintained"
39,35,39,"Male","VR1","Maintained"
39,15,39,"Male","VR2","Maintained"
39,30,39,"Male","VR1","Maintained"
39,17,39,"Male","VR2","Maintained"
39,10,39,"Male","VR3","Maintained"
39,21,39,"Male","VR2","Maintained"
39,4,39,"Male","VR3","Maintained"
39,17,39,"Male","VR2","Maintained"
39,1,39,"Male","VR3","Maintained"
39,21,39,"Male","VR2","Maintained"
39,9,39,"Male","VR1","Maintained"
39,21,39,"Male","VR2","Maintained"
39,9,39,"Male","VR3","Maintained"
39,11,39,"Male","VR1","Maintained"
39,8,39,"Male","VR2","Maintained"
39,16,39,"Male","VR2","Maintained"
39,11,39,"Male","VR2","Maintained"
39,8,39,"Male","VR2","Maintained"
39,27,39,"Male","VR2","Maintained"
39,59,39,"Male","VR1","Maintained"
39,18,39,"Male","VR3","Maintained"
39,19,39,"Male","VR2","Maintained"
39,38,39,"Male","VR1","Maintained"
39,28,39,"Male","VR2","Maintained"
39,21,39,"Male","VR2","Maintained"
39,24,39,"Male","VR2","Maintained"
39,26,39,"Male","VR2","Maintained"
39,10,39,"Male","VR3","Maintained"
39,28,39,"Male","VR2","Maintained"
39,9,39,"Male","VR3","Maintained"
39,3,39,"Male","VR2","Maintained"
39,24,39,"Male","VR2","Maintained"
39,19,39,"Male","VR2","Maintained"
39,16,39,"Male","VR2","Maintained"
39,9,39,"Male","VR1","Maintained"
39,15,39,"Male","VR2","Maintained"
39,5,39,"Male","VR1","Maintained"
39,35,39,"Male","VR3","Maintained"
39,17,39,"Male","VR2","Maintained"
39,43,39,"Male","VR1","Maintained"
39,42,39,"Male","VR1","Maintained"
39,28,39,"Male","VR2","Maintained"
39,10,39,"Male","VR3","Maintained"
39,43,39,"Male","VR1","Maintained"
39,20,39,"Male","VR2","Maintained"
39,14,39,"Male","VR3","Maintained"
39,19,39,"Male","VR1","Maintained"
39,11,39,"Male","VR2","Maintained"
39,6,39,"Male","VR3","Maintained"
39,20,39,"Male","VR3","Maintained"
39,21,39,"Male","VR1","Maintained"
39,9,39,"Male","VR3","Maintained"
39,39,39,"Male","VR1","Maintained"
39,19,39,"Male","VR2","Maintained"
39,26,39,"Male","VR2","Maintained"
39,26,39,"Male","VR1","Maintained"
39,20,39,"Male","VR2","Maintained"
39,56,39,"Male","VR1","Maintained"
39,31,39,"Male","VR1","Maintained"
39,12,39,"Male","VR2","Maintained"
39,37,39,"Male","VR1","Maintained"
39,19,39,"Male","VR2","Maintained"
39,24,39,"Male","VR2","Maintained"
39,15,39,"Male","VR2","Maintained"
39,33,39,"Male","VR2","Maintained"
39,18,39,"Male","VR2","Maintained"
39,50,39,"Male","VR1","Maintained"
39,34,39,"Male","VR1","Maintained"
39,38,39,"Male","VR1","Maintained"
39,12,39,"Male","VR2","Maintained"
39,23,39,"Male","VR1","Maintained"
39,24,39,"Male","VR1","Maintained"
39,30,39,"Male","VR1","Maintained"
39,9,39,"Male","VR2","Maintained"
39,38,39,"Male","VR2","Maintained"
39,18,39,"Male","VR2","Maintained"
39,22,39,"Male","VR2","Maintained"
39,55,39,"Male","VR1","Maintained"
39,48,39,"Male","VR1","Maintained"
39,36,39,"Male","VR2","Maintained"
39,6,39,"Male","VR2","Maintained"
39,21,39,"Male","VR2","Maintained"
39,31,39,"Male","VR1","Maintained"
39,34,39,"Male","VR2","Maintained"
39,19,39,"Male","VR2","Maintained"
39,11,39,"Male","VR2","Maintained"
39,22,39,"Male","VR2","Maintained"
40,23,64,"Female","VR3","Maintained"
40,21,64,"Male","VR2","Maintained"
40,17,64,"Female","VR3","Maintained"
40,24,64,"Female","VR1","Maintained"
40,30,64,"Female","VR2","Maintained"
40,17,64,"Female","VR1","Maintained"
40,11,64,"Female","VR3","Maintained"
40,11,64,"Male","VR1","Maintained"
40,17,64,"Male","VR1","Maintained"
40,29,64,"Female","VR1","Maintained"
40,35,64,"Female","VR1","Maintained"
40,43,64,"Female","VR2","Maintained"
40,13,64,"Female","VR2","Maintained"
40,20,64,"Male","VR1","Maintained"
40,1,64,"Male","VR2","Maintained"
40,22,64,"Female","VR2","Maintained"
40,3,64,"Male","VR2","Maintained"
40,17,64,"Male","VR2","Maintained"
40,15,64,"Female","VR2","Maintained"
40,10,64,"Female","VR2","Maintained"
40,11,64,"Male","VR2","Maintained"
40,24,64,"Female","VR2","Maintained"
40,3,64,"Male","VR2","Maintained"
40,9,64,"Female","VR3","Maintained"
40,8,64,"Female","VR3","Maintained"
40,8,64,"Male","VR3","Maintained"
40,32,64,"Male","VR2","Maintained"
40,3,64,"Male","VR2","Maintained"
40,35,64,"Male","VR3","Maintained"
40,24,64,"Female","VR2","Maintained"
40,2,64,"Female","VR2","Maintained"
40,14,64,"Male","VR1","Maintained"
40,10,64,"Female","VR2","Maintained"
40,16,64,"Female","VR3","Maintained"
40,12,64,"Female","VR2","Maintained"
40,35,64,"Male","VR2","Maintained"
40,22,64,"Male","VR2","Maintained"
40,4,64,"Male","VR3","Maintained"
40,26,64,"Female","VR2","Maintained"
40,12,72,"Male","VR1","Maintained"
40,29,72,"Female","VR2","Maintained"
40,11,72,"Female","VR2","Maintained"
40,16,72,"Female","VR2","Maintained"
40,1,72,"Female","VR2","Maintained"
40,18,72,"Male","VR2","Maintained"
40,22,72,"Male","VR2","Maintained"
40,26,72,"Male","VR1","Maintained"
40,52,72,"Female","VR1","Maintained"
40,39,72,"Female","VR2","Maintained"
40,23,72,"Male","VR2","Maintained"
40,9,72,"Male","VR2","Maintained"
40,11,72,"Female","VR1","Maintained"
40,19,72,"Female","VR2","Maintained"
40,13,72,"Male","VR2","Maintained"
40,38,72,"Male","VR2","Maintained"
40,10,72,"Male","VR1","Maintained"
40,6,72,"Male","VR2","Maintained"
40,11,72,"Male","VR2","Maintained"
40,18,72,"Male","VR2","Maintained"
40,14,72,"Female","VR1","Maintained"
40,22,72,"Male","VR3","Maintained"
40,10,72,"Male","VR2","Maintained"
40,17,72,"Male","VR2","Maintained"
40,18,72,"Female","VR2","Maintained"
40,37,72,"Male","VR2","Maintained"
40,30,72,"Male","VR3","Maintained"
40,6,72,"Female","VR3","Maintained"
40,15,72,"Male","VR2","Maintained"
40,18,72,"Female","VR2","Maintained"
40,22,72,"Female","VR2","Maintained"
40,15,72,"Female","VR2","Maintained"
40,5,72,"Male","VR2","Maintained"
40,15,72,"Male","VR2","Maintained"
40,37,72,"Male","VR1","Maintained"
40,11,72,"Male","VR2","Maintained"
40,4,72,"Male","VR3","Maintained"
40,11,72,"Female","VR2","Maintained"
40,19,72,"Male","VR2","Maintained"
40,19,72,"Female","VR2","Maintained"
40,25,72,"Male","VR1","Maintained"
40,14,72,"Male","VR3","Maintained"
40,4,72,"Female","VR3","Maintained"
40,10,72,"Female","VR2","Maintained"
40,28,72,"Female","VR2","Maintained"
40,31,72,"Female","VR2","Maintained"
40,29,72,"Female","VR1","Maintained"
40,6,72,"Female","VR2","Maintained"
40,29,72,"Female","VR3","Maintained"
40,25,72,"Male","VR2","Maintained"
40,25,72,"Male","VR2","Maintained"
40,23,72,"Male","VR2","Maintained"
40,18,72,"Male","VR2","Maintained"
40,16,72,"Male","VR2","Maintained"
40,6,72,"Female","VR2","Maintained"
40,3,72,"Male","VR2","Maintained"
40,4,72,"Female","VR3","Maintained"
40,16,72,"Male","VR2","Maintained"
40,9,72,"Male","VR2","Maintained"
40,30,72,"Female","VR2","Maintained"
40,31,72,"Male","VR1","Maintained"
40,4,72,"Female","VR3","Maintained"
40,38,72,"Female","VR1","Maintained"
40,9,72,"Male","VR3","Maintained"
40,15,72,"Female","VR2","Maintained"
40,10,72,"Female","VR2","Maintained"
41,18,19,"Female","VR1","Church of England"
41,12,19,"Female","VR2","Church of England"
41,25,19,"Female","VR1","Church of England"
41,33,19,"Female","VR1","Church of England"
41,35,19,"Female","VR1","Church of England"
41,34,19,"Female","VR2","Church of England"
41,30,19,"Female","VR2","Church of England"
41,10,19,"Female","VR3","Church of England"
41,10,19,"Female","VR3","Church of England"
41,40,19,"Female","VR1","Church of England"
41,14,19,"Female","VR3","Church of England"
41,22,19,"Female","VR2","Church of England"
41,15,19,"Female","VR2","Church of England"
41,14,19,"Female","VR2","Church of England"
41,18,19,"Female","VR2","Church of England"
41,14,19,"Female","VR2","Church of England"
41,9,19,"Female","VR2","Church of England"
41,32,19,"Female","VR2","Church of England"
41,34,19,"Female","VR1","Church of England"
41,34,19,"Female","VR1","Church of England"
41,15,19,"Female","VR3","Church of England"
41,16,19,"Female","VR1","Church of England"
41,42,19,"Female","VR1","Church of England"
41,41,19,"Female","VR1","Church of England"
41,30,19,"Female","VR2","Church of England"
41,13,19,"Female","VR2","Church of England"
41,34,19,"Female","VR2","Church of England"
41,23,19,"Female","VR2","Church of England"
41,48,19,"Female","VR1","Church of England"
41,33,19,"Female","VR1","Church of England"
41,18,19,"Female","VR1","Church of England"
41,32,19,"Female","VR2","Church of England"
41,12,19,"Female","VR2","Church of England"
41,20,19,"Female","VR1","Church of England"
41,45,19,"Female","VR1","Church of England"
41,4,19,"Female","VR3","Church of England"
41,28,19,"Female","VR1","Church of England"
41,38,19,"Female","VR2","Church of England"
41,31,19,"Female","VR1","Church of England"
41,30,19,"Female","VR2","Church of England"
41,15,19,"Female","VR2","Church of England"
41,12,19,"Female","VR2","Church of England"
41,25,19,"Female","VR1","Church of England"
41,17,19,"Female","VR2","Church of England"
41,39,19,"Female","VR1","Church of England"
41,16,19,"Female","VR2","Church of England"
41,25,19,"Female","VR3","Church of England"
41,18,23,"Female","VR2","Church of England"
41,22,23,"Female","VR1","Church of England"
41,33,23,"Female","VR1","Church of England"
41,56,23,"Female","VR2","Church of England"
41,29,23,"Female","VR2","Church of England"
41,31,23,"Female","VR2","Church of England"
41,29,23,"Female","VR2","Church of England"
41,35,23,"Female","VR2","Church of England"
41,22,23,"Female","VR2","Church of England"
41,38,23,"Female","VR1","Church of England"
41,37,23,"Female","VR1","Church of England"
41,41,23,"Female","VR1","Church of England"
41,28,23,"Female","VR2","Church of England"
41,47,23,"Female","VR2","Church of England"
41,24,23,"Female","VR2","Church of England"
41,46,23,"Female","VR1","Church of England"
41,5,23,"Female","VR3","Church of England"
41,22,23,"Female","VR2","Church of England"
41,16,23,"Female","VR3","Church of England"
41,25,23,"Female","VR2","Church of England"
41,12,23,"Female","VR3","Church of England"
41,27,23,"Female","VR1","Church of England"
41,13,23,"Female","VR2","Church of England"
41,35,23,"Female","VR1","Church of England"
41,48,23,"Female","VR1","Church of England"
41,52,23,"Female","VR1","Church of England"
41,18,23,"Female","VR2","Church of England"
41,38,23,"Female","VR1","Church of England"
41,24,23,"Female","VR2","Church of England"
41,12,23,"Female","VR2","Church of England"
41,12,23,"Female","VR2","Church of England"
41,10,23,"Female","VR2","Church of England"
41,19,23,"Female","VR3","Church of England"
41,36,23,"Female","VR1","Church of England"
41,19,23,"Female","VR2","Church of England"
41,19,23,"Female","VR2","Church of England"
41,14,23,"Female","VR2","Church of England"
41,26,23,"Female","VR1","Church of England"
41,33,23,"Female","VR1","Church of England"
41,18,23,"Female","VR2","Church of England"
41,24,23,"Female","VR2","Church of England"
41,9,23,"Female","VR2","Church of England"
41,41,23,"Female","VR1","Church of England"
41,29,23,"Female","VR2","Church of England"
41,37,23,"Female","VR2","Church of England"
41,3,23,"Female","VR2","Church of England"
41,2,23,"Female","VR3","Church of England"
41,34,23,"Female","VR1","Church of England"
41,19,23,"Female","VR1","Church of England"
41,26,23,"Female","VR2","Church of England"
41,17,23,"Female","VR2","Church of England"
41,29,23,"Female","VR2","Church of England"
41,35,23,"Female","VR3","Church of England"
41,34,23,"Female","VR1","Church of England"
41,44,23,"Female","VR2","Church of England"
41,36,23,"Female","VR1","Church of England"
41,39,23,"Female","VR2","Church of England"
41,26,23,"Female","VR2","Church of England"
41,31,23,"Female","VR1","Church of England"
41,46,23,"Female","VR1","Church of England"
41,25,23,"Female","VR2","Church of England"
41,22,23,"Female","VR3","Church of England"
41,19,23,"Female","VR2","Church of England"
41,45,23,"Female","VR1","Church of England"
41,44,23,"Female","VR2","Church of England"
41,36,23,"Female","VR1","Church of England"
41,39,23,"Female","VR2","Church of England"
41,2,23,"Female","VR3","Church of England"
41,24,23,"Female","VR3","Church of England"
41,7,23,"Female","VR3","Church of England"
41,21,23,"Female","VR2","Church of England"
41,47,23,"Female","VR1","Church of England"
41,17,23,"Female","VR2","Church of England"
41,38,23,"Female","VR1","Church of England"
41,22,23,"Female","VR3","Church of England"
41,19,23,"Female","VR2","Church of England"
41,41,23,"Female","VR1","Church of England"
41,28,23,"Female","VR1","Church of England"
41,17,23,"Female","VR2","Church of England"
41,37,23,"Female","VR2","Church of England"
41,25,23,"Female","VR2","Church of England"
41,18,23,"Female","VR2","Church of England"
41,35,23,"Female","VR1","Church of England"
41,17,23,"Female","VR2","Church of England"
41,25,23,"Female","VR1","Church of England"
41,17,23,"Female","VR2","Church of England"
41,18,23,"Female","VR2","Church of England"
41,20,23,"Female","VR2","Church of England"
41,19,23,"Female","VR3","Church of England"
41,27,23,"Female","VR1","Church of England"
41,32,23,"Female","VR1","Church of England"
41,8,23,"Female","VR2","Church of England"
41,26,23,"Female","VR2","Church of England"
42,32,25,"Male","VR1","Maintained"
42,55,25,"Male","VR1","Maintained"
42,49,25,"Male","VR1","Maintained"
42,5,25,"Male","VR3","Maintained"
42,29,25,"Male","VR2","Maintained"
42,10,25,"Male","VR3","Maintained"
42,45,25,"Male","VR1","Maintained"
42,36,25,"Male","VR2","Maintained"
42,42,25,"Male","VR1","Maintained"
42,49,25,"Male","VR1","Maintained"
42,22,25,"Male","VR2","Maintained"
42,19,25,"Male","VR2","Maintained"
42,26,25,"Male","VR1","Maintained"
42,29,25,"Male","VR2","Maintained"
42,23,25,"Male","VR2","Maintained"
42,6,25,"Male","VR3","Maintained"
42,55,25,"Male","VR1","Maintained"
42,21,25,"Male","VR1","Maintained"
42,13,25,"Male","VR2","Maintained"
42,34,25,"Male","VR2","Maintained"
42,26,25,"Male","VR2","Maintained"
42,20,25,"Male","VR2","Maintained"
42,24,25,"Male","VR2","Maintained"
42,9,25,"Male","VR3","Maintained"
42,12,25,"Male","VR3","Maintained"
42,30,25,"Male","VR1","Maintained"
42,19,25,"Male","VR3","Maintained"
42,46,25,"Male","VR1","Maintained"
42,32,25,"Male","VR2","Maintained"
42,49,25,"Male","VR1","Maintained"
42,59,25,"Male","VR1","Maintained"
42,32,25,"Male","VR2","Maintained"
42,11,25,"Male","VR2","Maintained"
42,8,38,"Male","VR2","Maintained"
42,58,38,"Male","VR1","Maintained"
42,54,38,"Male","VR1","Maintained"
42,38,38,"Male","VR2","Maintained"
42,44,38,"Male","VR2","Maintained"
42,8,38,"Male","VR3","Maintained"
42,46,38,"Male","VR1","Maintained"
42,57,38,"Male","VR1","Maintained"
42,54,38,"Male","VR1","Maintained"
42,27,38,"Male","VR2","Maintained"
42,42,38,"Male","VR1","Maintained"
42,31,38,"Male","VR2","Maintained"
42,27,38,"Male","VR1","Maintained"
42,31,38,"Male","VR2","Maintained"
42,69,38,"Male","VR1","Maintained"
42,61,38,"Male","VR1","Maintained"
42,10,38,"Male","VR2","Maintained"
42,49,38,"Male","VR1","Maintained"
42,36,38,"Male","VR1","Maintained"
42,29,38,"Male","VR2","Maintained"
42,41,38,"Male","VR1","Maintained"
42,20,38,"Male","VR2","Maintained"
42,7,38,"Male","VR3","Maintained"
42,44,38,"Male","VR1","Maintained"
42,42,38,"Male","VR2","Maintained"
42,15,38,"Male","VR3","Maintained"
42,18,38,"Male","VR3","Maintained"
42,9,38,"Male","VR2","Maintained"
42,4,38,"Male","VR2","Maintained"
42,34,38,"Male","VR1","Maintained"
42,37,38,"Male","VR1","Maintained"
42,31,38,"Male","VR2","Maintained"
42,27,38,"Male","VR2","Maintained"
42,53,38,"Male","VR1","Maintained"
42,32,38,"Male","VR3","Maintained"
42,29,38,"Male","VR1","Maintained"
42,15,38,"Male","VR1","Maintained"
