Import_Date,ISID,Project,Protein,Modality,Control_Type,Stress_Condition,Temp_C_,Time_Days_,Well_ID,Protein_Conc_mg_mL_,Sample_Name,Notebook_,pH,Buffer,Arginine_mM_,NaCl_mM_,PS80_,Sucrose_,Trehalose_,Additional_Excipient_Name,Additional_Excipient_Unit,Additional_Excipient_Conc,CE_SDS_NR_Purity_Sum,CE_SDS_NR_chg_Purity,CE_SDS_NR_Abs_chg_Purity_,CE_SDS_Red_Purity_Main_Peak,CE_SDS_Red_Purity_Sum,CE_SDS_Red_chg_Purity,CE_SDS_Red_Abs_chg_Purity_,UV_Vis_A350_A500,cIEF_Main,cIEF_Acidic,cIEF_Basic,cIEF_chg_Main,cIEF_chg_Acidic,cIEF_chg_Basic,cIEF_Abs_chg_Main_,cIEF_Abs_chg_Acidic_,cIEF_Abs_chg_Basic_,DSF_Tm1_C_,DSF_Tm2_C_,FC_Initial_0_22_m_conc_cells_mL_,FC_Initial_0_45_m_conc_cells_mL_,FC_Initial_0_88_m_conc_cells_mL_,FC_Initial_1_m_conc_cells_mL_,FC_Initial_1_35_m_conc_cells_mL_,FC_Initial_2_m_conc_cells_mL_,FC_Initial_5_m_conc_cells_mL_,FC_Initial_10_m_conc_cells_mL_,FC_Initial_25_m_conc_cells_mL_,FC_Stress_0_22_m_conc_cells_mL_,FC_Stress_0_45_m_conc_cells_mL_,FC_Stress_0_88_m_conc_cells_mL_,FC_Stress_1_m_conc_cells_mL_,FC_Stress_1_35_m_conc_cells_mL_,FC_Stress_2_m_conc_cells_mL_,FC_Stress_5_m_conc_cells_mL_,FC_Stress_10_m_conc_cells_mL_,FC_Stress_25_m_conc_cells_mL_,AVG_2_UM,AVG_5_UM,AVG_25_UM,AVG_2_50_UM,AVG_100_UM,AVG_PARTICLE_COVERAGE_,RP_UPLC_Main,RP_UPLC_Pre_Peak,RP_UPLC_Post_Peak,RP_UPLC_chg_Main,RP_UPLC_chg_Pre_Peak,RP_UPLC_chg_Post_Peak,RP_UPLC_Abs_chg_Main_,RP_UPLC_Abs_chg_Pre_Peak_,RP_UPLC_Abs_chg_Post_Peak_,UP_SEC_Monomer,UP_SEC_LMW,UP_SEC_HMW,UP_SEC_chg_Monomer,UP_SEC_chg_LMW,UP_SEC_chg_HMW,UP_SEC_Abs_chg_Monomer_,UP_SEC_Abs_chg_LMW_,UP_SEC_Abs_chg_HMW_,BATCH_BIOREG_ID,C_BIOREG_ID,FRAMEWORK,MERCK_NAME,PI,MW,IMPORTED_DATA_FILE_NAME,TARGETS,REAGENT_TYPE,Simplified_Excipients,1st_Excipient_in_Sample,2nd_Excipient_in_Sample,_Conc_for_Excipient1,Origin_of_data
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F02,1.0,DAB013887_F02,NB-jarvcass-5073893-0001,5.0,Acetate,0,75,0.0,0.0,0,,,,93.5,,,47.45,99.18,,,0.0528,18.76,76.26,4.98,-34.84,37.13,-2.29,34.84,37.13,2.29,64.2,75.4,8061.7,1340.8,254.6,84.9,17.0,17.0,0.0,0.0,,10522.6,2359.1,475.2,322.5,152.7,67.9,0.0,0.0,,,,,,,,79.3,4.11,16.59,,,,,,,96.21,0.64,3.16,-3.12,0.64,2.49,3.12,0.64,2.49,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F03,1.0,DAB013887_F03,NB-jarvcass-5073893-0001,5.5,Acetate,0,75,0.0,0.0,0,,,,94.7,,,47.67,98.57,,,0.0532,18.93,76.9,4.17,-34.67,37.77,-3.1,34.67,37.77,3.1,67.4,76.7,4243.0,763.7,135.8,50.9,17.0,17.0,0.0,0.0,,8519.9,1289.9,237.6,67.9,33.9,0.0,0.0,0.0,,,,,,,,79.14,3.96,16.9,,,,,,,97.84,0.73,1.43,-1.49,0.73,0.76,1.49,0.73,0.76,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F04,1.0,DAB013887_F04,NB-jarvcass-5073893-0001,6.0,Acetate,0,75,0.0,0.0,0,,,,96.4,,,48.15,98.77,,,0.0547,20.49,75.98,3.53,-33.11,36.85,-3.74,33.11,36.85,3.74,69.5,76.6,4429.7,712.8,118.8,67.9,17.0,17.0,0.0,0.0,,4412.7,865.6,118.8,84.9,17.0,0.0,0.0,0.0,,,,,,,,78.63,4.15,17.23,,,,,,,97.88,0.78,1.34,-1.45,0.78,0.67,1.45,0.78,0.67,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F05,1.0,DAB013887_F05,NB-jarvcass-5073893-0001,5.5,Citrate,0,75,0.0,0.0,0,,,,96.6,,,48.86,98.5,,,0.0551,19.83,76.18,3.99,-33.77,37.05,-3.28,33.77,37.05,3.28,67.9,76.6,13357.0,3275.6,712.8,339.4,118.8,33.9,0.0,0.0,,6619.0,763.7,186.7,84.9,17.0,17.0,0.0,0.0,,,,,,,,78.51,3.67,17.82,,,,,,,98.02,0.55,1.43,-1.31,0.55,0.76,1.31,0.55,0.76,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F06,1.0,DAB013887_F06,NB-jarvcass-5073893-0001,6.0,Citrate,0,75,0.0,0.0,0,,,,92.2,,,50.32,97.26,,,0.0542,19.73,76.78,3.49,-33.87,37.65,-3.78,33.87,37.65,3.78,70.3,76.3,5566.8,1748.1,492.2,186.7,0.0,0.0,0.0,0.0,,3530.2,814.7,203.7,84.9,33.9,33.9,0.0,0.0,,,,,,,,78.47,3.59,17.93,,,,,,,97.65,0.79,1.56,-1.68,0.79,0.89,1.68,0.79,0.89,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F07,1.0,DAB013887_F07,NB-jarvcass-5073893-0001,6.5,Citrate,0,75,0.0,0.0,0,,,,91.9,,,47.03,95.94,,,0.0557,17.2,79.25,3.56,-36.4,40.12,-3.71,36.4,40.12,3.71,69.9,75.3,15139.0,5532.9,1765.1,933.5,254.6,67.9,0.0,0.0,,3360.4,831.6,305.5,186.7,33.9,0.0,0.0,0.0,,,,,,,,78.79,3.46,17.75,,,,,,,97.59,0.75,1.65,-1.74,0.75,0.98,1.74,0.75,0.98,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F08,1.0,DAB013887_F08,NB-jarvcass-5073893-0001,5.0,Histidine,0,75,0.0,0.0,0,,,,83.4,,,42.72,95.94,,,0.0585,21.48,70.88,7.65,-32.12,31.75,0.38,32.12,31.75,0.38,59.1,70.3,7077.3,1442.6,254.6,118.8,17.0,0.0,0.0,0.0,,11048.8,2257.3,678.9,424.3,118.8,33.9,17.0,0.0,,,,,,,,77.55,6.11,16.34,,,,,,,85.65,1.33,13.02,-13.68,1.33,12.35,13.68,1.33,12.35,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F09,1.0,DAB013887_F09,NB-jarvcass-5073893-0001,5.5,Histidine,0,75,0.0,0.0,0,,,,91.6,,,46.99,99.12,,,0.0582,23.61,70.85,5.53,-29.99,31.72,-1.74,29.99,31.72,1.74,63.3,74.0,10098.3,1951.8,356.4,186.7,33.9,17.0,0.0,0.0,,19908.1,3139.8,543.1,220.6,101.8,33.9,0.0,0.0,,,,,,,,79.27,4.14,16.58,,,,,,,98.17,0.32,1.51,-1.16,0.32,0.84,1.16,0.32,0.84,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F10,1.0,DAB013887_F10,NB-jarvcass-5073893-0001,6.0,Histidine,0,75,0.0,0.0,0,,,,94.3,,,47.75,99.46,,,0.062,24.56,70.99,4.45,-29.04,31.86,-2.82,29.04,31.86,2.82,66.8,76.4,18686.1,2206.4,322.5,135.8,33.9,17.0,0.0,0.0,,20994.5,3241.7,628.0,509.2,254.6,118.8,0.0,0.0,,,,,,,,79.77,3.41,16.82,,,,,,,98.59,0.22,1.19,-0.74,0.22,0.52,0.74,0.22,0.52,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,F11,1.0,DAB013887_F11,NB-jarvcass-5073893-0001,6.5,Histidine,0,75,0.0,0.0,0,,,,93.5,,,48.6,99.33,,,0.0642,23.7,71.01,5.29,-29.9,31.88,-1.98,29.9,31.88,1.98,69.3,77.2,18873.0,3530.2,644.9,339.4,84.9,33.9,0.0,0.0,,13119.3,2783.4,560.1,322.5,84.9,33.9,0.0,0.0,,,,,,,,79.59,3.54,16.87,,,,,,,98.61,0.25,1.14,-0.72,0.25,0.47,0.72,0.25,0.47,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,G02,1.0,DAB013887_G02,NB-jarvcass-5073893-0001,5.5,Histidine,0,0,0.02,7.0,0,,,,97.7,,,50.13,99.74,,,0.0562,32.14,61.18,6.68,-21.46,22.05,-0.59,21.46,22.05,0.59,67.7,78.1,34522.5,814.7,67.9,67.9,17.0,17.0,0.0,0.0,,252999.8,3056.0,322.6,169.8,84.9,67.9,17.0,0.0,,,,,,,,80.68,3.43,15.89,,,,,,,98.57,0.32,1.11,-0.76,0.32,0.44,0.76,0.32,0.44,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,PS80,-,PS80,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,5.0,10.0,H07,1.0,DAB013887_H07,NB-jarvcass-5073893-0001,5.0,Acetate,0,0,0.0,0.0,0,,,,99.4,,,50.45,100.0,,,0.0472,53.6,39.13,7.27,0.0,0.0,0.0,0.0,0.0,0.0,,,34097.0,5312.3,729.8,458.2,169.7,67.9,0.0,0.0,,34843.6,4921.9,695.9,288.5,50.9,0.0,0.0,0.0,,,,,,,,83.02,2.44,14.53,,,,,,,99.33,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,,-,-,0,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB013887,BsAb,SINGLE CONTROL,Thermal Stress,5.0,10.0,H08,1.0,DAB013887_H08,NB-jarvcass-5073893-0001,5.5,Histidine,0,0,0.0,7.0,0,,,,96.4,,,50.49,99.75,,,0.0494,55.05,37.57,7.38,1.45,-1.56,0.11,1.45,-1.56,0.11,,,70166.6,6178.2,1035.4,577.1,220.6,101.8,33.9,0.0,,207154.9,11304.9,2614.0,1544.7,339.5,118.8,17.0,0.0,,,,,,,,83.44,2.06,14.51,,,,,,,99.21,0.0,0.79,-0.12,0.0,0.12,0.12,0.0,0.12,DAB013887,DAB013887,Humanized,AB3250_F3'_VL-VH scFv (AB2135_F3'_VH_W101G_VL_H6Q_(BCC.MVR002.12E9(DAB010213))_A49_M/I_NKG2D_FAb,8.3,123494.5839,,"FAP_H, NKG2D_H",BsAb,,-,-,0,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B02,1.0,DAB014071_B02,NB-jarvcass-5073893-0001,5.0,Acetate,0,0,0.0,0.0,0,,,,97.3,,,87.74,99.73,,,0.0527,,,,,,,,,,70.0,76.2,13000.5,1408.7,118.8,50.9,17.0,0.0,0.0,0.0,,27732.5,3699.9,577.1,288.5,118.8,33.9,0.0,0.0,,,,,,,,,,,,,,,,,97.27,1.67,1.06,0.6,1.35,-1.95,0.6,1.35,1.95,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B03,1.0,DAB014071_B03,NB-jarvcass-5073893-0001,5.5,Acetate,0,0,0.0,0.0,0,,,,97.8,,,86.09,99.47,,,0.0538,,,,,,,,,,70.6,75.2,15817.8,2087.5,118.8,50.9,17.0,17.0,17.0,17.0,,142195.3,49899.0,10251.4,5108.7,1544.5,577.1,101.8,50.9,,,,,,,,,,,,,,,,,94.98,1.73,3.3,-1.69,1.41,0.29,1.69,1.41,0.29,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B04,1.0,DAB014071_B04,NB-jarvcass-5073893-0001,6.0,Acetate,0,0,0.0,0.0,0,,,,97.8,,,85.58,98.53,,,0.0549,,,,,,,,,,70.9,75.6,26425.6,4192.1,984.4,712.8,475.2,271.6,67.9,33.9,,172046.7,11457.3,1408.8,628.0,118.8,33.9,0.0,0.0,,,,,,,,,,,,,,,,,94.86,1.54,3.6,-1.81,1.22,0.59,1.81,1.22,0.59,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B05,1.0,DAB014071_B05,NB-jarvcass-5073893-0001,5.5,Citrate,0,0,0.0,0.0,0,,,,97.0,,,58.37,99.23,,,0.0541,,,,,,,,,,69.7,78.0,148986.5,16955.7,611.0,186.7,17.0,0.0,0.0,0.0,,14494.0,4073.3,644.9,237.6,67.9,17.0,0.0,0.0,,,,,,,,,,,,,,,,,94.14,1.47,4.39,-2.53,1.15,1.38,2.53,1.15,1.38,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B06,1.0,DAB014071_B06,NB-jarvcass-5073893-0001,6.0,Citrate,0,0,0.0,0.0,0,,,,95.9,,,56.59,97.82,,,0.054,,,,,,,,,,69.9,77.5,171681.3,20588.2,1035.3,203.7,0.0,0.0,0.0,0.0,,144458.8,4769.5,220.7,67.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,94.01,1.4,4.59,-2.66,1.08,1.58,2.66,1.08,1.58,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B07,1.0,DAB014071_B07,NB-jarvcass-5073893-0001,6.5,Citrate,0,0,0.0,0.0,0,,,,95.5,,,55.08,95.85,,,0.0547,,,,,,,,,,69.6,77.6,160449.8,15734.4,763.8,67.9,0.0,0.0,0.0,0.0,,134188.9,4345.1,135.8,33.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,93.13,1.4,5.47,-3.54,1.08,2.46,3.54,1.08,2.46,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B08,1.0,DAB014071_B08,NB-jarvcass-5073893-0001,5.0,Histidine,0,0,0.0,0.0,0,,,,97.6,,,47.48,97.39,,,0.0564,,,,,,,,,,61.8,68.2,17175.7,1239.0,101.8,33.9,17.0,17.0,0.0,0.0,,34538.2,9131.0,1306.9,628.0,186.7,67.9,0.0,0.0,,,,,,,,,,,,,,,,,94.7,2.12,3.18,-1.97,1.8,0.17,1.97,1.8,0.17,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B09,1.0,DAB014071_B09,NB-jarvcass-5073893-0001,5.5,Histidine,0,0,0.0,0.0,0,,,,98.6,,,53.69,99.23,,,0.0566,,,,,,,,,,69.5,77.0,25661.7,2444.0,135.8,84.9,0.0,0.0,0.0,0.0,,42939.4,10336.0,1222.0,543.1,118.8,33.9,0.0,0.0,,,,,,,,,,,,,,,,,95.25,1.74,3.01,-1.42,1.42,0.0,1.42,1.42,0.0,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B10,1.0,DAB014071_B10,NB-jarvcass-5073893-0001,6.0,Histidine,0,0,0.0,0.0,0,,,,99.2,,,56.12,99.49,,,0.0595,,,,,,,,,,70.3,77.1,69622.7,2512.0,101.8,50.9,50.9,50.9,0.0,0.0,,52749.7,9691.1,1069.3,237.6,33.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,94.11,2.81,3.07,-2.56,2.49,0.06,2.56,2.49,0.06,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,B11,1.0,DAB014071_B11,NB-jarvcass-5073893-0001,6.5,Histidine,0,0,0.0,0.0,0,,,,96.5,,,55.19,99.43,,,0.0622,,,,,,,,,,71.2,77.0,47318.7,5091.7,526.1,254.6,84.9,50.9,0.0,0.0,,128296.0,26579.1,4463.8,2138.6,458.3,169.7,0.0,0.0,,,,,,,,,,,,,,,,,92.71,3.94,3.35,-3.96,3.62,0.34,3.96,3.62,0.34,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,,-,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,C02,1.0,DAB014071_C02,NB-jarvcass-5073893-0001,5.0,Acetate,0,75,0.0,0.0,0,,,,97.1,,,55.62,99.57,,,0.0526,,,,,,,,,,67.2,74.0,16802.4,644.9,118.8,84.9,67.9,50.9,0.0,0.0,,44585.9,7976.9,1171.1,678.9,135.8,84.9,0.0,0.0,,,,,,,,,,,,,,,,,92.5,1.56,5.94,-4.17,1.24,2.93,4.17,1.24,2.93,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,C03,1.0,DAB014071_C03,NB-jarvcass-5073893-0001,5.5,Acetate,0,75,0.0,0.0,0,,,,93.4,,,49.81,89.98,,,0.0528,,,,,,,,,,69.0,74.2,16870.4,763.8,67.9,50.9,17.0,17.0,0.0,0.0,,42684.8,5736.6,1052.3,526.1,135.8,50.9,0.0,0.0,,,,,,,,,,,,,,,,,94.02,1.48,4.5,-2.65,1.16,1.49,2.65,1.16,1.49,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,C04,1.0,DAB014071_C04,NB-jarvcass-5073893-0001,6.0,Acetate,0,75,0.0,0.0,0,,,,93.8,,,49.35,88.94,,,0.054,,,,,,,,,,69.8,74.0,71154.1,1086.3,322.5,152.8,67.9,33.9,0.0,0.0,,34911.8,4124.2,780.7,288.5,50.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,93.94,1.55,4.52,-2.73,1.23,1.51,2.73,1.23,1.51,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,C05,1.0,DAB014071_C05,NB-jarvcass-5073893-0001,5.5,Citrate,0,75,0.0,0.0,0,,,,95.3,,,55.98,99.09,,,0.0547,,,,,,,,,,69.1,73.9,137051.3,1188.2,101.8,17.0,17.0,17.0,0.0,0.0,,31398.2,3343.5,644.9,288.5,118.8,101.8,67.9,33.9,,,,,,,,,,,,,,,,,94.2,1.06,4.75,-2.47,0.74,1.74,2.47,0.74,1.74,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
12/14/2023,jarvcass,FAP-TriNKET,DAB014071,BsAb,SINGLE CONTROL,Thermal Stress,50.0,10.0,C06,1.0,DAB014071_C06,NB-jarvcass-5073893-0001,6.0,Citrate,0,75,0.0,0.0,0,,,,90.8,,,55.49,98.5,,,0.0543,,,,,,,,,,70.0,77.7,53040.6,1086.3,67.9,17.0,17.0,0.0,0.0,0.0,,4209.0,1527.5,475.2,271.6,67.9,17.0,0.0,0.0,,,,,,,,,,,,,,,,,94.0,1.25,4.75,-2.67,0.93,1.74,2.67,0.93,1.74,DAB014071,DAB014071,Humanized,AB3252_F3_(BCC.MVR002.11D8_VH_D88A)_FAb_A49_M/I_NKG2D_LH_ScFv,8.42,123574.7208,,"FAP_H, NKG2D_H",BsAb,NaCl 75 mM,NaCl 75 mM,-,1,Protein Formulation Characterization Summary
